ID Major,Major,ID Year,Year,ID University,University,ID Gender,Gender,Completions,Slug University,Slug CIP6,,,,,,,,,,
261501,Neuroscience,2014,2014,190150,Columbia University in the City of New York,2,Women,62,columbia-university-in-the-city-of-new-york,neuroscience-261501,,,,,,,,,,
301901,Nutrition Sciences,2012,2012,190150,Columbia University in the City of New York,2,Women,62,columbia-university-in-the-city-of-new-york,nutrition-sciences-301901,,,,,,,,,,
301901,Nutrition Sciences,2013,2013,190150,Columbia University in the City of New York,2,Women,62,columbia-university-in-the-city-of-new-york,nutrition-sciences-301901,,,,,,,,,,
303301,Sustainability Studies,2013,2013,190150,Columbia University in the City of New York,2,Women,62,columbia-university-in-the-city-of-new-york,sustainability-studies-303301,,,,,,,,,,
521301,Management Science,2020,2020,190150,Columbia University in the City of New York,2,Women,62,columbia-university-in-the-city-of-new-york,management-science,,,,,,,,,,
140701,Chemical Engineering,2017,2017,190150,Columbia University in the City of New York,2,Women,61,columbia-university-in-the-city-of-new-york,chemical-engineering-140701,,,,,,,,,,
141001,Electrical & Electronics Engineering,2018,2018,190150,Columbia University in the City of New York,2,Women,61,columbia-university-in-the-city-of-new-york,electrical-electronics-engineering,,,,,,,,,,
141001,Electrical & Electronics Engineering,2019,2019,190150,Columbia University in the City of New York,2,Women,61,columbia-university-in-the-city-of-new-york,electrical-electronics-engineering,,,,,,,,,,
450201,Anthropology,2020,2020,190150,Columbia University in the City of New York,2,Women,61,columbia-university-in-the-city-of-new-york,anthropology-450201,,,,,,,,,,
459999,Other Social Sciences,2015,2015,190150,Columbia University in the City of New York,2,Women,61,columbia-university-in-the-city-of-new-york,other-social-sciences-459999,,,,,,,,,,
301901,Nutrition Sciences,2015,2015,190150,Columbia University in the City of New York,2,Women,60,columbia-university-in-the-city-of-new-york,nutrition-sciences-301901,,,,,,,,,,
459999,Other Social Sciences,2016,2016,190150,Columbia University in the City of New York,2,Women,60,columbia-university-in-the-city-of-new-york,other-social-sciences-459999,,,,,,,,,,
40301,"Urban, Community, & Regional Planning",2017,2017,190150,Columbia University in the City of New York,2,Women,59,columbia-university-in-the-city-of-new-york,urban-community-regional-planning,,,,,,,,,,
260101,General Biological Sciences,2015,2015,190150,Columbia University in the City of New York,2,Women,59,columbia-university-in-the-city-of-new-york,general-biological-sciences,,,,,,,,,,
260101,General Biological Sciences,2018,2018,190150,Columbia University in the City of New York,2,Women,59,columbia-university-in-the-city-of-new-york,general-biological-sciences,,,,,,,,,,
450201,Anthropology,2017,2017,190150,Columbia University in the City of New York,2,Women,59,columbia-university-in-the-city-of-new-york,anthropology-450201,,,,,,,,,,
451101,Sociology,2017,2017,190150,Columbia University in the City of New York,2,Women,59,columbia-university-in-the-city-of-new-york,sociology-451101,,,,,,,,,,
512308,Physical Therapy,2018,2018,190150,Columbia University in the City of New York,2,Women,59,columbia-university-in-the-city-of-new-york,physical-therapy,,,,,,,,,,
90101,Speech Communication & Rhetoric,2016,2016,190150,Columbia University in the City of New York,2,Women,58,columbia-university-in-the-city-of-new-york,speech-communication-rhetoric,,,,,,,,,,
110701,Computer Science,2012,2012,190150,Columbia University in the City of New York,2,Women,58,columbia-university-in-the-city-of-new-york,computer-science-110701,,,,,,,,,,
260101,General Biological Sciences,2019,2019,190150,Columbia University in the City of New York,2,Women,58,columbia-university-in-the-city-of-new-york,general-biological-sciences,,,,,,,,,,
509999,Other Visual & Performing Arts,2016,2016,190150,Columbia University in the City of New York,2,Women,58,columbia-university-in-the-city-of-new-york,other-visual-performing-arts-509999,,,,,,,,,,
509999,Other Visual & Performing Arts,2019,2019,190150,Columbia University in the City of New York,2,Women,58,columbia-university-in-the-city-of-new-york,other-visual-performing-arts-509999,,,,,,,,,,
40201,Architecture,2016,2016,190150,Columbia University in the City of New York,2,Women,57,columbia-university-in-the-city-of-new-york,architecture-040201,,,,,,,,,,
90101,Speech Communication & Rhetoric,2019,2019,190150,Columbia University in the City of New York,2,Women,57,columbia-university-in-the-city-of-new-york,speech-communication-rhetoric,,,,,,,,,,
141901,Mechanical Engineering,2020,2020,190150,Columbia University in the City of New York,2,Women,57,columbia-university-in-the-city-of-new-york,mechanical-engineering-141901,,,,,,,,,,
260101,General Biological Sciences,2012,2012,190150,Columbia University in the City of New York,2,Women,57,columbia-university-in-the-city-of-new-york,general-biological-sciences,,,,,,,,,,
301901,Nutrition Sciences,2019,2019,190150,Columbia University in the City of New York,2,Women,57,columbia-university-in-the-city-of-new-york,nutrition-sciences-301901,,,,,,,,,,
512306,Occupational Therapy,2013,2013,190150,Columbia University in the City of New York,2,Women,57,columbia-university-in-the-city-of-new-york,occupational-therapy,,,,,,,,,,
41001,Real Estate Development,2019,2019,190150,Columbia University in the City of New York,2,Women,56,columbia-university-in-the-city-of-new-york,real-estate-development-041001,,,,,,,,,,
110701,Computer Science,2013,2013,190150,Columbia University in the City of New York,2,Women,56,columbia-university-in-the-city-of-new-york,computer-science-110701,,,,,,,,,,
260101,General Biological Sciences,2013,2013,190150,Columbia University in the City of New York,2,Women,56,columbia-university-in-the-city-of-new-york,general-biological-sciences,,,,,,,,,,
459999,Other Social Sciences,2013,2013,190150,Columbia University in the City of New York,2,Women,56,columbia-university-in-the-city-of-new-york,other-social-sciences-459999,,,,,,,,,,
512306,Occupational Therapy,2020,2020,190150,Columbia University in the City of New York,2,Women,56,columbia-university-in-the-city-of-new-york,occupational-therapy,,,,,,,,,,
512308,Physical Therapy,2013,2013,190150,Columbia University in the City of New York,2,Women,56,columbia-university-in-the-city-of-new-york,physical-therapy,,,,,,,,,,
140501,Bioengineering & Biomedical Engineering,2018,2018,190150,Columbia University in the City of New York,2,Women,55,columbia-university-in-the-city-of-new-york,bioengineering-biomedical-engineering,,,,,,,,,,
240101,Liberal Arts & Sciences,2018,2018,190150,Columbia University in the City of New York,2,Women,55,columbia-university-in-the-city-of-new-york,liberal-arts-sciences-240101,,,,,,,,,,
450201,Anthropology,2016,2016,190150,Columbia University in the City of New York,2,Women,55,columbia-university-in-the-city-of-new-york,anthropology-450201,,,,,,,,,,
512202,Environmental Health,2017,2017,190150,Columbia University in the City of New York,2,Women,55,columbia-university-in-the-city-of-new-york,environmental-health,,,,,,,,,,
140701,Chemical Engineering,2015,2015,190150,Columbia University in the City of New York,2,Women,54,columbia-university-in-the-city-of-new-york,chemical-engineering-140701,,,,,,,,,,
451101,Sociology,2019,2019,190150,Columbia University in the City of New York,2,Women,54,columbia-university-in-the-city-of-new-york,sociology-451101,,,,,,,,,,
509999,Other Visual & Performing Arts,2017,2017,190150,Columbia University in the City of New York,2,Women,54,columbia-university-in-the-city-of-new-york,other-visual-performing-arts-509999,,,,,,,,,,
521304,Actuarial Science,2019,2019,190150,Columbia University in the City of New York,2,Women,54,columbia-university-in-the-city-of-new-york,actuarial-science,,,,,,,,,,
90101,Speech Communication & Rhetoric,2015,2015,190150,Columbia University in the City of New York,2,Women,53,columbia-university-in-the-city-of-new-york,speech-communication-rhetoric,,,,,,,,,,
143501,Industrial Engineering,2020,2020,190150,Columbia University in the City of New York,2,Women,53,columbia-university-in-the-city-of-new-york,industrial-engineering-143501,,,,,,,,,,
301901,Nutrition Sciences,2016,2016,190150,Columbia University in the City of New York,2,Women,53,columbia-university-in-the-city-of-new-york,nutrition-sciences-301901,,,,,,,,,,
140701,Chemical Engineering,2016,2016,190150,Columbia University in the City of New York,2,Women,52,columbia-university-in-the-city-of-new-york,chemical-engineering-140701,,,,,,,,,,
240101,Liberal Arts & Sciences,2017,2017,190150,Columbia University in the City of New York,2,Women,52,columbia-university-in-the-city-of-new-york,liberal-arts-sciences-240101,,,,,,,,,,
261102,Biostatistics,2015,2015,190150,Columbia University in the City of New York,2,Women,52,columbia-university-in-the-city-of-new-york,biostatistics,,,,,,,,,,
261102,Biostatistics,2017,2017,190150,Columbia University in the City of New York,2,Women,52,columbia-university-in-the-city-of-new-york,biostatistics,,,,,,,,,,
140801,General Civil Engineering,2018,2018,190150,Columbia University in the City of New York,2,Women,51,columbia-university-in-the-city-of-new-york,general-civil-engineering,,,,,,,,,,
261501,Neuroscience,2018,2018,190150,Columbia University in the City of New York,2,Women,51,columbia-university-in-the-city-of-new-york,neuroscience-261501,,,,,,,,,,
270502,Mathematical Statistics & Probability,2018,2018,190150,Columbia University in the City of New York,2,Women,51,columbia-university-in-the-city-of-new-york,mathematical-statistics-probability,,,,,,,,,,
301901,Nutrition Sciences,2014,2014,190150,Columbia University in the City of New York,2,Women,51,columbia-university-in-the-city-of-new-york,nutrition-sciences-301901,,,,,,,,,,
512308,Physical Therapy,2017,2017,190150,Columbia University in the City of New York,2,Women,51,columbia-university-in-the-city-of-new-york,physical-therapy,,,,,,,,,,
41001,Real Estate Development,2018,2018,190150,Columbia University in the City of New York,2,Women,50,columbia-university-in-the-city-of-new-york,real-estate-development-041001,,,,,,,,,,
140501,Bioengineering & Biomedical Engineering,2014,2014,190150,Columbia University in the City of New York,2,Women,50,columbia-university-in-the-city-of-new-york,bioengineering-biomedical-engineering,,,,,,,,,,
141401,Environmental Health Engineering,2020,2020,190150,Columbia University in the City of New York,2,Women,50,columbia-university-in-the-city-of-new-york,environmental-health-engineering,,,,,,,,,,
143501,Industrial Engineering,2018,2018,190150,Columbia University in the City of New York,2,Women,50,columbia-university-in-the-city-of-new-york,industrial-engineering-143501,,,,,,,,,,
451101,Sociology,2014,2014,190150,Columbia University in the City of New York,2,Women,50,columbia-university-in-the-city-of-new-york,sociology-451101,,,,,,,,,,
500501,General Drama & Theater Arts,2015,2015,190150,Columbia University in the City of New York,2,Women,50,columbia-university-in-the-city-of-new-york,general-drama-theater-arts,,,,,,,,,,
510401,Dentistry,2020,2020,190150,Columbia University in the City of New York,2,Women,50,columbia-university-in-the-city-of-new-york,dentistry-510401,,,,,,,,,,
510702,Hospital & Health Care Facilities Management,2018,2018,190150,Columbia University in the City of New York,2,Women,50,columbia-university-in-the-city-of-new-york,hospital-health-care-facilities-management,,,,,,,,,,
512306,Occupational Therapy,2014,2014,190150,Columbia University in the City of New York,2,Women,50,columbia-university-in-the-city-of-new-york,occupational-therapy,,,,,,,,,,
261501,Neuroscience,2012,2012,190150,Columbia University in the City of New York,2,Women,49,columbia-university-in-the-city-of-new-york,neuroscience-261501,,,,,,,,,,
400601,General Geology & Earch Science,2012,2012,190150,Columbia University in the City of New York,2,Women,49,columbia-university-in-the-city-of-new-york,general-geology-earch-science,,,,,,,,,,
451101,Sociology,2012,2012,190150,Columbia University in the City of New York,2,Women,49,columbia-university-in-the-city-of-new-york,sociology-451101,,,,,,,,,,
512306,Occupational Therapy,2016,2016,190150,Columbia University in the City of New York,2,Women,49,columbia-university-in-the-city-of-new-york,occupational-therapy,,,,,,,,,,
512306,Occupational Therapy,2018,2018,190150,Columbia University in the City of New York,2,Women,49,columbia-university-in-the-city-of-new-york,occupational-therapy,,,,,,,,,,
512308,Physical Therapy,2019,2019,190150,Columbia University in the City of New York,2,Women,49,columbia-university-in-the-city-of-new-york,physical-therapy,,,,,,,,,,
40301,"Urban, Community, & Regional Planning",2016,2016,190150,Columbia University in the City of New York,2,Women,48,columbia-university-in-the-city-of-new-york,urban-community-regional-planning,,,,,,,,,,
140801,General Civil Engineering,2013,2013,190150,Columbia University in the City of New York,2,Women,48,columbia-university-in-the-city-of-new-york,general-civil-engineering,,,,,,,,,,
140801,General Civil Engineering,2020,2020,190150,Columbia University in the City of New York,2,Women,48,columbia-university-in-the-city-of-new-york,general-civil-engineering,,,,,,,,,,
451101,Sociology,2015,2015,190150,Columbia University in the City of New York,2,Women,48,columbia-university-in-the-city-of-new-york,sociology-451101,,,,,,,,,,
500501,General Drama & Theater Arts,2012,2012,190150,Columbia University in the City of New York,2,Women,48,columbia-university-in-the-city-of-new-york,general-drama-theater-arts,,,,,,,,,,
512306,Occupational Therapy,2019,2019,190150,Columbia University in the City of New York,2,Women,48,columbia-university-in-the-city-of-new-york,occupational-therapy,,,,,,,,,,
521304,Actuarial Science,2020,2020,190150,Columbia University in the City of New York,2,Women,48,columbia-university-in-the-city-of-new-york,actuarial-science,,,,,,,,,,
140701,Chemical Engineering,2014,2014,190150,Columbia University in the City of New York,2,Women,47,columbia-university-in-the-city-of-new-york,chemical-engineering-140701,,,,,,,,,,
141001,Electrical & Electronics Engineering,2014,2014,190150,Columbia University in the City of New York,2,Women,47,columbia-university-in-the-city-of-new-york,electrical-electronics-engineering,,,,,,,,,,
141901,Mechanical Engineering,2018,2018,190150,Columbia University in the City of New York,2,Women,47,columbia-university-in-the-city-of-new-york,mechanical-engineering-141901,,,,,,,,,,
143501,Industrial Engineering,2019,2019,190150,Columbia University in the City of New York,2,Women,47,columbia-university-in-the-city-of-new-york,industrial-engineering-143501,,,,,,,,,,
459999,Other Social Sciences,2012,2012,190150,Columbia University in the City of New York,2,Women,47,columbia-university-in-the-city-of-new-york,other-social-sciences-459999,,,,,,,,,,
512308,Physical Therapy,2020,2020,190150,Columbia University in the City of New York,2,Women,47,columbia-university-in-the-city-of-new-york,physical-therapy,,,,,,,,,,
521304,Actuarial Science,2014,2014,190150,Columbia University in the City of New York,2,Women,47,columbia-university-in-the-city-of-new-york,actuarial-science,,,,,,,,,,
41001,Real Estate Development,2020,2020,190150,Columbia University in the City of New York,2,Women,46,columbia-university-in-the-city-of-new-york,real-estate-development-041001,,,,,,,,,,
140501,Bioengineering & Biomedical Engineering,2015,2015,190150,Columbia University in the City of New York,2,Women,46,columbia-university-in-the-city-of-new-york,bioengineering-biomedical-engineering,,,,,,,,,,
140801,General Civil Engineering,2017,2017,190150,Columbia University in the City of New York,2,Women,46,columbia-university-in-the-city-of-new-york,general-civil-engineering,,,,,,,,,,
261501,Neuroscience,2019,2019,190150,Columbia University in the City of New York,2,Women,46,columbia-university-in-the-city-of-new-york,neuroscience-261501,,,,,,,,,,
270502,Mathematical Statistics & Probability,2019,2019,190150,Columbia University in the City of New York,2,Women,46,columbia-university-in-the-city-of-new-york,mathematical-statistics-probability,,,,,,,,,,
400601,General Geology & Earch Science,2016,2016,190150,Columbia University in the City of New York,2,Women,46,columbia-university-in-the-city-of-new-york,general-geology-earch-science,,,,,,,,,,
451101,Sociology,2013,2013,190150,Columbia University in the City of New York,2,Women,46,columbia-university-in-the-city-of-new-york,sociology-451101,,,,,,,,,,
451101,Sociology,2016,2016,190150,Columbia University in the City of New York,2,Women,46,columbia-university-in-the-city-of-new-york,sociology-451101,,,,,,,,,,
500501,General Drama & Theater Arts,2013,2013,190150,Columbia University in the City of New York,2,Women,46,columbia-university-in-the-city-of-new-york,general-drama-theater-arts,,,,,,,,,,
512202,Environmental Health,2015,2015,190150,Columbia University in the City of New York,2,Women,46,columbia-university-in-the-city-of-new-york,environmental-health,,,,,,,,,,
512306,Occupational Therapy,2015,2015,190150,Columbia University in the City of New York,2,Women,46,columbia-university-in-the-city-of-new-york,occupational-therapy,,,,,,,,,,
140701,Chemical Engineering,2019,2019,190150,Columbia University in the City of New York,2,Women,45,columbia-university-in-the-city-of-new-york,chemical-engineering-140701,,,,,,,,,,
261501,Neuroscience,2015,2015,190150,Columbia University in the City of New York,2,Women,45,columbia-university-in-the-city-of-new-york,neuroscience-261501,,,,,,,,,,
509999,Other Visual & Performing Arts,2015,2015,190150,Columbia University in the City of New York,2,Women,45,columbia-university-in-the-city-of-new-york,other-visual-performing-arts-509999,,,,,,,,,,
509999,Other Visual & Performing Arts,2018,2018,190150,Columbia University in the City of New York,2,Women,45,columbia-university-in-the-city-of-new-york,other-visual-performing-arts-509999,,,,,,,,,,
512306,Occupational Therapy,2012,2012,190150,Columbia University in the City of New York,2,Women,45,columbia-university-in-the-city-of-new-york,occupational-therapy,,,,,,,,,,
512308,Physical Therapy,2012,2012,190150,Columbia University in the City of New York,2,Women,45,columbia-university-in-the-city-of-new-york,physical-therapy,,,,,,,,,,
520201,General Business Administration & Management,2020,2020,190150,Columbia University in the City of New York,2,Women,45,columbia-university-in-the-city-of-new-york,general-business-administration-management,,,,,,,,,,
140501,Bioengineering & Biomedical Engineering,2013,2013,190150,Columbia University in the City of New York,2,Women,44,columbia-university-in-the-city-of-new-york,bioengineering-biomedical-engineering,,,,,,,,,,
400601,General Geology & Earch Science,2019,2019,190150,Columbia University in the City of New York,2,Women,44,columbia-university-in-the-city-of-new-york,general-geology-earch-science,,,,,,,,,,
512308,Physical Therapy,2015,2015,190150,Columbia University in the City of New York,2,Women,44,columbia-university-in-the-city-of-new-york,physical-therapy,,,,,,,,,,
41001,Real Estate Development,2017,2017,190150,Columbia University in the City of New York,2,Women,43,columbia-university-in-the-city-of-new-york,real-estate-development-041001,,,,,,,,,,
141901,Mechanical Engineering,2016,2016,190150,Columbia University in the City of New York,2,Women,43,columbia-university-in-the-city-of-new-york,mechanical-engineering-141901,,,,,,,,,,
459999,Other Social Sciences,2014,2014,190150,Columbia University in the City of New York,2,Women,43,columbia-university-in-the-city-of-new-york,other-social-sciences-459999,,,,,,,,,,
500501,General Drama & Theater Arts,2019,2019,190150,Columbia University in the City of New York,2,Women,43,columbia-university-in-the-city-of-new-york,general-drama-theater-arts,,,,,,,,,,
509999,Other Visual & Performing Arts,2013,2013,190150,Columbia University in the City of New York,2,Women,43,columbia-university-in-the-city-of-new-york,other-visual-performing-arts-509999,,,,,,,,,,
510401,Dentistry,2015,2015,190150,Columbia University in the City of New York,2,Women,43,columbia-university-in-the-city-of-new-york,dentistry-510401,,,,,,,,,,
510401,Dentistry,2017,2017,190150,Columbia University in the City of New York,2,Women,43,columbia-university-in-the-city-of-new-york,dentistry-510401,,,,,,,,,,
512306,Occupational Therapy,2017,2017,190150,Columbia University in the City of New York,2,Women,43,columbia-university-in-the-city-of-new-york,occupational-therapy,,,,,,,,,,
30103,Environmental Studies,2018,2018,190150,Columbia University in the City of New York,2,Women,42,columbia-university-in-the-city-of-new-york,environmental-studies,,,,,,,,,,
40301,"Urban, Community, & Regional Planning",2019,2019,190150,Columbia University in the City of New York,2,Women,42,columbia-university-in-the-city-of-new-york,urban-community-regional-planning,,,,,,,,,,
140801,General Civil Engineering,2019,2019,190150,Columbia University in the City of New York,2,Women,42,columbia-university-in-the-city-of-new-york,general-civil-engineering,,,,,,,,,,
141901,Mechanical Engineering,2015,2015,190150,Columbia University in the City of New York,2,Women,42,columbia-university-in-the-city-of-new-york,mechanical-engineering-141901,,,,,,,,,,
400601,General Geology & Earch Science,2017,2017,190150,Columbia University in the City of New York,2,Women,42,columbia-university-in-the-city-of-new-york,general-geology-earch-science,,,,,,,,,,
500501,General Drama & Theater Arts,2017,2017,190150,Columbia University in the City of New York,2,Women,42,columbia-university-in-the-city-of-new-york,general-drama-theater-arts,,,,,,,,,,
500602,Cinematography & Film Production,2019,2019,190150,Columbia University in the City of New York,2,Women,42,columbia-university-in-the-city-of-new-york,cinematography-film-production,,,,,,,,,,
509999,Other Visual & Performing Arts,2020,2020,190150,Columbia University in the City of New York,2,Women,42,columbia-university-in-the-city-of-new-york,other-visual-performing-arts-509999,,,,,,,,,,
512202,Environmental Health,2018,2018,190150,Columbia University in the City of New York,2,Women,42,columbia-university-in-the-city-of-new-york,environmental-health,,,,,,,,,,
520206,"Non-Profit, Public, & Organizational Management",2018,2018,190150,Columbia University in the City of New York,2,Women,42,columbia-university-in-the-city-of-new-york,non-profit-public-organizational-management,,,,,,,,,,
30103,Environmental Studies,2019,2019,190150,Columbia University in the City of New York,2,Women,41,columbia-university-in-the-city-of-new-york,environmental-studies,,,,,,,,,,
30103,Environmental Studies,2020,2020,190150,Columbia University in the City of New York,2,Women,41,columbia-university-in-the-city-of-new-york,environmental-studies,,,,,,,,,,
140801,General Civil Engineering,2016,2016,190150,Columbia University in the City of New York,2,Women,41,columbia-university-in-the-city-of-new-york,general-civil-engineering,,,,,,,,,,
141401,Environmental Health Engineering,2017,2017,190150,Columbia University in the City of New York,2,Women,41,columbia-university-in-the-city-of-new-york,environmental-health-engineering,,,,,,,,,,
400601,General Geology & Earch Science,2018,2018,190150,Columbia University in the City of New York,2,Women,41,columbia-university-in-the-city-of-new-york,general-geology-earch-science,,,,,,,,,,
512202,Environmental Health,2014,2014,190150,Columbia University in the City of New York,2,Women,41,columbia-university-in-the-city-of-new-york,environmental-health,,,,,,,,,,
521304,Actuarial Science,2013,2013,190150,Columbia University in the City of New York,2,Women,41,columbia-university-in-the-city-of-new-york,actuarial-science,,,,,,,,,,
40902,Architectural & Building Sciences & Technology,2016,2016,190150,Columbia University in the City of New York,2,Women,40,columbia-university-in-the-city-of-new-york,architectural-building-sciences-technology,,,,,,,,,,
40902,Architectural & Building Sciences & Technology,2017,2017,190150,Columbia University in the City of New York,2,Women,40,columbia-university-in-the-city-of-new-york,architectural-building-sciences-technology,,,,,,,,,,
140501,Bioengineering & Biomedical Engineering,2012,2012,190150,Columbia University in the City of New York,2,Women,40,columbia-university-in-the-city-of-new-york,bioengineering-biomedical-engineering,,,,,,,,,,
140701,Chemical Engineering,2013,2013,190150,Columbia University in the City of New York,2,Women,40,columbia-university-in-the-city-of-new-york,chemical-engineering-140701,,,,,,,,,,
141001,Electrical & Electronics Engineering,2012,2012,190150,Columbia University in the City of New York,2,Women,40,columbia-university-in-the-city-of-new-york,electrical-electronics-engineering,,,,,,,,,,
143501,Industrial Engineering,2016,2016,190150,Columbia University in the City of New York,2,Women,40,columbia-university-in-the-city-of-new-york,industrial-engineering-143501,,,,,,,,,,
400601,General Geology & Earch Science,2014,2014,190150,Columbia University in the City of New York,2,Women,40,columbia-university-in-the-city-of-new-york,general-geology-earch-science,,,,,,,,,,
400601,General Geology & Earch Science,2015,2015,190150,Columbia University in the City of New York,2,Women,40,columbia-university-in-the-city-of-new-york,general-geology-earch-science,,,,,,,,,,
450201,Anthropology,2019,2019,190150,Columbia University in the City of New York,2,Women,40,columbia-university-in-the-city-of-new-york,anthropology-450201,,,,,,,,,,
509999,Other Visual & Performing Arts,2012,2012,190150,Columbia University in the City of New York,2,Women,40,columbia-university-in-the-city-of-new-york,other-visual-performing-arts-509999,,,,,,,,,,
512308,Physical Therapy,2016,2016,190150,Columbia University in the City of New York,2,Women,40,columbia-university-in-the-city-of-new-york,physical-therapy,,,,,,,,,,
141401,Environmental Health Engineering,2016,2016,190150,Columbia University in the City of New York,2,Women,39,columbia-university-in-the-city-of-new-york,environmental-health-engineering,,,,,,,,,,
161199,"Other Middle/Near Eastern & Semetic Languages, Literatures, & Linguistics",2013,2013,190150,Columbia University in the City of New York,2,Women,39,columbia-university-in-the-city-of-new-york,other-middlenear-eastern-semetic-languages-literatures-linguistics,,,,,,,,,,
400601,General Geology & Earch Science,2013,2013,190150,Columbia University in the City of New York,2,Women,39,columbia-university-in-the-city-of-new-york,general-geology-earch-science,,,,,,,,,,
510401,Dentistry,2019,2019,190150,Columbia University in the City of New York,2,Women,39,columbia-university-in-the-city-of-new-york,dentistry-510401,,,,,,,,,,
520206,"Non-Profit, Public, & Organizational Management",2017,2017,190150,Columbia University in the City of New York,2,Women,39,columbia-university-in-the-city-of-new-york,non-profit-public-organizational-management,,,,,,,,,,
41001,Real Estate Development,2016,2016,190150,Columbia University in the City of New York,2,Women,38,columbia-university-in-the-city-of-new-york,real-estate-development-041001,,,,,,,,,,
140801,General Civil Engineering,2012,2012,190150,Columbia University in the City of New York,2,Women,38,columbia-university-in-the-city-of-new-york,general-civil-engineering,,,,,,,,,,
270502,Mathematical Statistics & Probability,2017,2017,190150,Columbia University in the City of New York,2,Women,38,columbia-university-in-the-city-of-new-york,mathematical-statistics-probability,,,,,,,,,,
303301,Sustainability Studies,2012,2012,190150,Columbia University in the City of New York,2,Women,38,columbia-university-in-the-city-of-new-york,sustainability-studies-303301,,,,,,,,,,
400501,General Chemistry,2013,2013,190150,Columbia University in the City of New York,2,Women,38,columbia-university-in-the-city-of-new-york,general-chemistry,,,,,,,,,,
500501,General Drama & Theater Arts,2016,2016,190150,Columbia University in the City of New York,2,Women,38,columbia-university-in-the-city-of-new-york,general-drama-theater-arts,,,,,,,,,,
509999,Other Visual & Performing Arts,2014,2014,190150,Columbia University in the City of New York,2,Women,38,columbia-university-in-the-city-of-new-york,other-visual-performing-arts-509999,,,,,,,,,,
510401,Dentistry,2013,2013,190150,Columbia University in the City of New York,2,Women,38,columbia-university-in-the-city-of-new-york,dentistry-510401,,,,,,,,,,
512210,International Public Health,2014,2014,190150,Columbia University in the City of New York,2,Women,38,columbia-university-in-the-city-of-new-york,international-public-health,,,,,,,,,,
161199,"Other Middle/Near Eastern & Semetic Languages, Literatures, & Linguistics",2016,2016,190150,Columbia University in the City of New York,2,Women,37,columbia-university-in-the-city-of-new-york,other-middlenear-eastern-semetic-languages-literatures-linguistics,,,,,,,,,,
261102,Biostatistics,2014,2014,190150,Columbia University in the City of New York,2,Women,37,columbia-university-in-the-city-of-new-york,biostatistics,,,,,,,,,,
270502,Mathematical Statistics & Probability,2020,2020,190150,Columbia University in the City of New York,2,Women,37,columbia-university-in-the-city-of-new-york,mathematical-statistics-probability,,,,,,,,,,
500501,General Drama & Theater Arts,2014,2014,190150,Columbia University in the City of New York,2,Women,37,columbia-university-in-the-city-of-new-york,general-drama-theater-arts,,,,,,,,,,
500501,General Drama & Theater Arts,2018,2018,190150,Columbia University in the City of New York,2,Women,37,columbia-university-in-the-city-of-new-york,general-drama-theater-arts,,,,,,,,,,
500602,Cinematography & Film Production,2013,2013,190150,Columbia University in the City of New York,2,Women,37,columbia-university-in-the-city-of-new-york,cinematography-film-production,,,,,,,,,,
512202,Environmental Health,2020,2020,190150,Columbia University in the City of New York,2,Women,37,columbia-university-in-the-city-of-new-york,environmental-health,,,,,,,,,,
512308,Physical Therapy,2014,2014,190150,Columbia University in the City of New York,2,Women,37,columbia-university-in-the-city-of-new-york,physical-therapy,,,,,,,,,,
40301,"Urban, Community, & Regional Planning",2020,2020,190150,Columbia University in the City of New York,2,Women,36,columbia-university-in-the-city-of-new-york,urban-community-regional-planning,,,,,,,,,,
50104,East Asian Studies,2012,2012,190150,Columbia University in the City of New York,2,Women,36,columbia-university-in-the-city-of-new-york,east-asian-studies,,,,,,,,,,
141401,Environmental Health Engineering,2018,2018,190150,Columbia University in the City of New York,2,Women,36,columbia-university-in-the-city-of-new-york,environmental-health-engineering,,,,,,,,,,
160901,French Language & Literature,2012,2012,190150,Columbia University in the City of New York,2,Women,36,columbia-university-in-the-city-of-new-york,french-language-literature,,,,,,,,,,
160901,French Language & Literature,2013,2013,190150,Columbia University in the City of New York,2,Women,36,columbia-university-in-the-city-of-new-york,french-language-literature,,,,,,,,,,
160901,French Language & Literature,2020,2020,190150,Columbia University in the City of New York,2,Women,36,columbia-university-in-the-city-of-new-york,french-language-literature,,,,,,,,,,
510401,Dentistry,2018,2018,190150,Columbia University in the City of New York,2,Women,36,columbia-university-in-the-city-of-new-york,dentistry-510401,,,,,,,,,,
143501,Industrial Engineering,2014,2014,190150,Columbia University in the City of New York,2,Women,35,columbia-university-in-the-city-of-new-york,industrial-engineering-143501,,,,,,,,,,
143501,Industrial Engineering,2015,2015,190150,Columbia University in the City of New York,2,Women,35,columbia-university-in-the-city-of-new-york,industrial-engineering-143501,,,,,,,,,,
160901,French Language & Literature,2015,2015,190150,Columbia University in the City of New York,2,Women,35,columbia-university-in-the-city-of-new-york,french-language-literature,,,,,,,,,,
400501,General Chemistry,2018,2018,190150,Columbia University in the City of New York,2,Women,35,columbia-university-in-the-city-of-new-york,general-chemistry,,,,,,,,,,
500602,Cinematography & Film Production,2018,2018,190150,Columbia University in the City of New York,2,Women,35,columbia-university-in-the-city-of-new-york,cinematography-film-production,,,,,,,,,,
512202,Environmental Health,2016,2016,190150,Columbia University in the City of New York,2,Women,35,columbia-university-in-the-city-of-new-york,environmental-health,,,,,,,,,,
